iter	Passed	Remaining
1664	439552	220436
1665	439691	220109
1666	439974	219855
1667	440244	219594
1668	440503	219328
1669	440756	219058
1670	441025	218797
1671	441366	218571
1672	441774	218378
1673	442115	218152
1674	442479	217937
1675	442847	217724
1676	443179	217493
1677	443530	217271
1678	443854	217036
1679	444156	216790
1680	444456	216543
1681	444740	216288
1682	445045	216044
1683	445286	215768
1684	445549	215503
1685	445822	215242
1686	446129	214998
1687	446353	214715
1688	446572	214428
1689	446796	214145
1690	447030	213866
1691	447262	213586
1692	447509	213313
1693	447759	213042
1694	448038	212785
1695	448282	212511
1696	448500	212224
1697	448727	211943
1698	448917	211643
1699	449149	211364
1700	449499	211140
1701	449794	210890
1702	450034	210614
1703	450247	210327
1704	450538	210075
1705	450792	209806
1706	451077	209551
1707	451411	209319
1708	451699	209066
1709	452017	208826
1710	452285	208564
1711	452552	208300
1712	452944	208095
1713	453277	207862
1714	453580	207615
1715	453862	207359
1716	454144	207102
1717	454441	206852
1718	454699	206585
1719	454991	206333
1720	455264	206072
1721	455560	205822
1722	455828	205559
1723	456177	205332
1724	456494	205091
1725	456863	204873
1726	457187	204635
1727	457539	204410
1728	457901	204188
1729	458239	203956
1730	458579	203724
1731	458954	203508
1732	459344	203299
1733	459766	203103
1734	460177	202902
1735	460561	202689
1736	461026	202511
1737	461453	202317
1738	461830	202100
1739	462224	201891
1740	462603	201674
1741	463007	201469
1742	463367	201244
1743	463717	201015
1744	464088	200794
1745	464385	200541
1746	464724	200307
1747	465094	200086
1748	465452	199859
1749	465839	199645
1750	466200	199419
1751	466573	199199
1752	466882	198951
1753	467165	198691
1754	467528	198466
1755	467868	198231
1756	468235	198007
1757	468584	197775
1758	468893	197527
1759	469233	197291
1760	469560	197050
1761	469839	196788
1762	470145	196538
1763	470522	196317
1764	470908	196100
1765	471293	195883
1766	471647	195652
1767	471961	195404
1768	472306	195170
1769	472621	194923
1770	472929	194672
1771	473283	194441
1772	473633	194208
1773	474022	193991
1774	474360	193752
1775	474662	193499
1776	475058	193284
1777	475381	193040
1778	475641	192769
1779	475932	192512
1780	476187	192239
1781	476451	191970
1782	476753	191717
1783	477011	191446
1784	477293	191184
1785	477608	190936
1786	477855	190660
1787	478081	190377
1788	478375	190120
1789	478723	189884
1790	478995	189618
1791	479261	189350
1792	479624	189121
1793	479913	188862
1794	480199	188602
1795	480458	188331
1796	480653	188035
1797	480839	187735
1798	481076	187456
1799	481364	187197
1800	481621	186925
1801	481920	186670
1802	482166	186394
1803	482381	186107
1804	482585	185815
1805	482936	185580
1806	483271	185338
1807	483516	185062
1808	483753	184783
1809	483982	184501
1810	484177	184206
1811	484375	183913
1812	484619	183636
1813	484926	183384
1814	485148	183100
1815	485348	182807
1816	485543	182513
1817	485848	182259
1818	486179	182016
1819	486507	181772
1820	486828	181524
1821	487148	181277
1822	487461	181026
1823	487686	180743
1824	487950	180474
1825	488155	180184
1826	488375	179899
1827	488595	179614
1828	488851	179343
1829	489177	179097
1830	489555	178871
1831	489941	178646
1832	490247	178393
1833	490574	178147
1834	490974	177928
1835	491267	177669
1836	491513	177394
1837	491816	177139
1838	492113	176882
1839	492396	176620
1840	492751	176384
1841	493120	176152
1842	493516	175930
1843	493927	175714
1844	494252	175466
1845	494602	175227
1846	494980	174998
1847	495320	174755
1848	495650	174509
1849	496016	174276
1850	496329	174023
1851	496676	173782
1852	496975	173525
1853	497306	173279
1854	497592	173017
1855	497901	172763
1856	498270	172529
1857	498623	172290
1858	498985	172054
1859	499232	171778
1860	499604	171546
1861	500002	171322
1862	500341	171077
1863	500783	170868
1864	501231	170660
1865	501574	170417
1866	501951	170184
1867	502489	170007
1868	502958	169805
1869	503420	169601
1870	503755	169354
1871	504267	169166
1872	504691	168949
1873	505097	168725
1874	505384	168461
1875	505694	168205
1876	506136	167993
1877	506441	167735
1878	506814	167499
1879	507167	167257
1880	507457	166994
1881	507786	166743
1882	508043	166469
1883	508422	166235
1884	508799	166000
1885	509194	165771
1886	509575	165537
1887	509877	165277
1888	510174	165016
1889	510580	164790
1890	510862	164524
1891	511218	164281
1892	511609	164050
1893	511984	163813
1894	512351	163574
1895	512751	163344
1896	513102	163100
1897	513489	162866
1898	513848	162624
1899	514238	162391
1900	514736	162191
1901	515084	161945
1902	515497	161719
1903	515812	161462
1904	516086	161192
1905	516440	160947
1906	516792	160701
1907	517083	160436
1908	517394	160178
1909	517646	159901
1910	517906	159626
1911	518185	159358
1912	518453	159086
1913	518729	158816
1914	518997	158544
1915	519255	158269
1916	519557	158008
1917	519938	157770
1918	520218	157502
1919	520496	157233
1920	520767	156962
1921	520950	156664
1922	521288	156413
1923	521657	156171
1924	521966	155912
1925	522218	155635
1926	522441	155349
1927	522718	155080
1928	522977	154805
1929	523236	154530
1930	523467	154247
1931	523655	153952
1932	523901	153674
1933	524185	153406
1934	524441	153131
1935	524767	152876
1936	525083	152618
1937	525408	152362
1938	525688	152094
1939	526090	151861
1940	526447	151614
1941	526744	151350
1942	527011	151078
1943	527200	150783
1944	527430	150500
1945	527610	150203
1946	527830	149917
1947	528007	149620
1948	528183	149322
1949	528424	149042
1950	528785	148797
1951	529052	148525
1952	529318	148252
1953	529534	147966
1954	529790	147690
1955	530107	147432
1956	530342	147151
1957	530619	146882
1958	530915	146618
1959	531219	146356
1960	531484	146083
1961	531759	145813
1962	531979	145528
1963	532239	145254
1964	532502	144981
1965	532679	144685
1966	532909	144402
1967	533147	144123
1968	533362	143837
1969	533593	143555
1970	533842	143279
1971	534078	142998
1972	534333	142723
1973	534594	142450
1974	534829	142169
1975	535050	141885
1976	535253	141597
1977	535478	141314
1978	535709	141033
1979	535928	140748
1980	536132	140460
1981	536318	140168
1982	536538	139884
1983	536781	139606
1984	537028	139329
1985	537333	139068
1986	537591	138794
1987	537834	138516
1988	538078	138239
1989	538284	137952
1990	538480	137662
1991	538739	137389
1992	539040	137126
1993	539351	136866
1994	539590	136587
1995	539814	136305
1996	540061	136029
1997	540307	135752
1998	540650	135500
1999	540962	135240
2000	541210	134964
2001	541458	134688
2002	541734	134419
2003	542022	134153
2004	542251	133872
2005	542529	133604
2006	542827	133340
2007	543150	133082
2008	543410	132809
2009	543633	132527
2010	543842	132242
2011	544063	131959
2012	544307	131682
2013	544525	131399
2014	544714	131109
2015	544973	130836
2016	545271	130573
2017	545529	130299
2018	545837	130038
2019	546203	129791
2020	546530	129534
2021	546882	129282
2022	547237	129032
2023	547555	128773
2024	547837	128505
2025	548135	128240
2026	548436	127977
2027	548675	127699
2028	548927	127424
2029	549114	127134
2030	549340	126854
2031	549610	126583
2032	549885	126314
2033	550111	126033
2034	550412	125770
2035	550627	125486
2036	550928	125223
2037	551179	124948
2038	551458	124680
2039	551685	124399
2040	551928	124123
2041	552133	123837
2042	552327	123550
2043	552609	123282
2044	552853	123006
2045	553098	122730
2046	553368	122460
2047	553675	122197
2048	553952	121928
2049	554249	121664
2050	554521	121394
2051	554797	121125
2052	555041	120849
2053	555375	120592
2054	555669	120327
2055	556012	120072
2056	556362	119819
2057	556745	119573
2058	557071	119314
2059	557276	119029
2060	557533	118756
2061	557759	118476
2062	558017	118203
2063	558312	117938
2064	558614	117674
2065	558885	117403
2066	559109	117123
2067	559317	116839
2068	559548	116561
2069	559832	116293
2070	560053	116013
2071	560316	115741
2072	560691	115492
2073	561097	115249
2074	561736	115054
2075	562116	114806
2076	562511	114560
2077	562870	114307
2078	563300	114069
2079	563578	113799
2080	563929	113544
2081	564238	113281
2082	564568	113022
2083	564936	112770
2084	565274	112512
2085	565570	112246
2086	565871	111981
2087	566298	111740
2088	566624	111480
2089	566978	111225
2090	567324	110968
2091	567704	110718
2092	568032	110458
2093	568292	110184
2094	568595	109919
2095	568985	109670
2096	569270	109402
2097	569598	109141
2098	569868	108869
2099	570162	108602
2100	570491	108341
2101	570835	108083
2102	571207	107831
2103	571564	107575
2104	571914	107318
2105	572216	107052
2106	572566	106795
2107	572921	106539
2108	573294	106286
2109	573603	106021
2110	573920	105758
2111	574350	105515
2112	574769	105270
2113	575211	105029
2114	575515	104762
2115	575878	104507
2116	576212	104246
2117	576636	104001
2118	577158	103774
2119	577473	103509
2120	577878	103260
2121	578239	103004
2122	578661	102758
2123	579032	102502
2124	579430	102252
2125	579855	102006
2126	580295	101763
2127	580648	101504
2128	580975	101240
2129	581308	100978
2130	581697	100725
2131	582009	100459
2132	582303	100190
2133	582580	99917
2134	582828	99640
2135	583013	99352
2136	583304	99082
2137	583526	98801
2138	583742	98518
2139	583960	98236
2140	584212	97960
2141	584444	97680
2142	584645	97395
2143	584832	97108
2144	585081	96831
2145	585241	96540
2146	585483	96262
2147	585745	95988
2148	586051	95720
2149	586306	95445
2150	586545	95167
2151	586768	94886
2152	587019	94610
2153	587238	94328
2154	587452	94046
2155	587698	93770
2156	587967	93496
2157	588195	93217
2158	588422	92937
2159	588673	92661
2160	588892	92380
2161	589137	92103
2162	589456	91838
2163	589733	91566
2164	589993	91292
2165	590229	91014
2166	590455	90734
2167	590668	90452
2168	590884	90171
2169	591081	89887
2170	591304	89608
2171	591512	89326
2172	591646	89032
2173	591826	88746
2174	592050	88467
2175	592378	88203
2176	592777	87950
2177	593139	87690
2178	593504	87432
2179	593903	87178
2180	594273	86920
2181	594564	86650
2182	594927	86391
2183	595296	86132
2184	595678	85875
2185	595985	85608
2186	596362	85350
2187	596649	85079
2188	596883	84801
2189	597159	84529
2190	597384	84249
2191	597689	83981
2192	598093	83727
2193	598412	83461
2194	598860	83212
2195	599106	82936
2196	599387	82664
2197	599821	82414
2198	600116	82144
2199	600318	81861
2200	600571	81586
2201	601032	81338
2202	601369	81074
2203	601608	80796
2204	601901	80526
2205	602240	80262
2206	602597	80000
2207	602878	79728
2208	603260	79469
2209	603550	79198
2210	603786	78921
2211	604086	78651
2212	604459	78391
2213	604731	78118
2214	605071	77853
2215	605423	77590
2216	605748	77323
2217	606075	77057
2218	606497	76802
2219	606841	76538
2220	607172	76272
2221	607526	76009
2222	607939	75753
2223	608175	75474
2224	608531	75211
2225	608855	74944
2226	609098	74667
2227	609392	74396
2228	609694	74126
2229	609951	73850
2230	610133	73566
2231	610404	73292
2232	610849	73039
2233	611105	72763
2234	611319	72483
2235	611588	72209
2236	611867	71936
2237	612183	71667
2238	612497	71398
2239	612813	71130
2240	613170	70866
2241	613469	70595
2242	613765	70324
2243	614068	70054
2244	614349	69781
2245	614652	69510
2246	614965	69241
2247	615348	68980
2248	615682	68713
2249	615960	68440
2250	616249	68167
2251	616514	67893
2252	616852	67626
2253	617124	67352
2254	617364	67075
2255	617686	66806
2256	618036	66540
2257	618282	66264
2258	618577	65992
2259	618797	65713
2260	619042	65436
2261	619330	65163
2262	619665	64896
2263	619997	64628
2264	620350	64363
2265	620762	64103
2266	621131	63839
2267	621507	63575
2268	621831	63306
2269	622187	63041
2270	622491	62769
2271	622839	62503
2272	623132	62231
2273	623477	61963
2274	623781	61692
2275	624110	61423
2276	624451	61156
2277	624765	60885
2278	625077	60615
2279	625297	60335
2280	625581	60062
2281	625878	59790
2282	626151	59515
2283	626410	59240
2284	626704	58967
2285	627039	58699
2286	627321	58425
2287	627682	58159
2288	628000	57889
2289	628221	57609
2290	628524	57338
2291	628770	57061
2292	629053	56787
2293	629332	56513
2294	629621	56240
2295	629968	55972
2296	630283	55701
2297	630607	55431
2298	630922	55161
2299	631314	54896
2300	631559	54619
2301	631792	54341
2302	632123	54072
2303	632344	53793
2304	632579	53515
2305	632800	53236
2306	633010	52956
2307	633192	52674
2308	633418	52396
2309	633616	52115
2310	633833	51836
2311	634057	51558
2312	634371	51287
2313	634635	51012
2314	634886	50736
2315	635190	50464
2316	635477	50190
2317	635732	49915
2318	636023	49642
2319	636329	49370
2320	636561	49092
2321	636790	48815
2322	637004	48536
2323	637246	48259
2324	637532	47986
2325	637792	47711
2326	638007	47432
2327	638229	47154
2328	638534	46882
2329	638814	46608
2330	639067	46333
2331	639352	46059
2332	639637	45786
2333	639909	45511
2334	640136	45234
2335	640352	44956
2336	640698	44687
2337	640996	44414
2338	641273	44140
2339	641575	43868
2340	641922	43599
2341	642191	43324
2342	642518	43053
2343	642765	42777
2344	643052	42504
2345	643353	42232
2346	643675	41960
2347	643900	41683
2348	644182	41409
2349	644569	41142
2350	644932	40874
2351	645233	40601
2352	645566	40330
2353	645851	40057
2354	646159	39784
2355	646481	39513
2356	646821	39242
2357	647233	38976
2358	647609	38708
2359	647970	38438
2360	648368	38171
2361	648731	37902
2362	649086	37632
2363	649446	37362
2364	649786	37091
2365	650107	36819
2366	650472	36549
2367	650835	36279
2368	651126	36005
2369	651518	35737
2370	651876	35466
2371	652254	35197
2372	652678	34930
2373	652916	34653
2374	653355	34387
2375	653598	34110
2376	653852	33834
2377	654162	33560
2378	654430	33285
2379	654700	33010
2380	655001	32736
2381	655247	32459
2382	655444	32180
2383	655778	31908
2384	656017	31631
2385	656253	31354
2386	656552	31081
2387	656885	30808
2388	657132	30532
2389	657365	30255
2390	657615	29979
2391	657849	29702
2392	658058	29424
2393	658374	29151
2394	658660	28876
2395	659001	28604
2396	659383	28333
2397	659757	28063
2398	659956	27784
2399	660249	27510
2400	660535	27235
2401	660857	26962
2402	661072	26684
2403	661302	26408
2404	661631	26135
2405	661926	25860
2406	662258	25587
2407	662546	25313
2408	662846	25039
2409	663019	24760
2410	663186	24480
2411	663380	24202
2412	663565	23924
2413	663792	23647
2414	664028	23371
2415	664314	23097
2416	664536	22820
2417	664757	22543
2418	664976	22266
2419	665236	21991
2420	665463	21714
2421	665686	21438
2422	665960	21163
2423	666205	20887
2424	666544	20614
2425	666965	20344
2426	667355	20072
2427	667728	19800
2428	668095	19528
2429	668406	19254
2430	668796	18982
2431	669200	18711
2432	669557	18438
2433	669985	18167
2434	670328	17893
2435	670700	17621
2436	671067	17348
2437	671409	17074
2438	671723	16799
2439	672151	16528
2440	672439	16253
2441	672760	15978
2442	673070	15704
2443	673591	15434
2444	674146	15164
2445	675297	14908
2446	676552	14653
2447	677458	14390
2448	678175	14122
2449	678741	13851
2450	679221	13578
2451	679977	13311
2452	680444	13037
2453	681133	12767
2454	681841	12498
2455	682323	12224
2456	682838	11950
2457	683597	11680
2458	684171	11407
2459	684956	11137
2460	685664	10865
2461	686427	10594
2462	686999	10320
2463	687697	10047
2464	688218	9771
2465	688648	9494
2466	689379	9221
2467	689704	8942
2468	690184	8665
2469	690696	8389
2470	691215	8112
2471	691899	7837
2472	692450	7560
2473	693002	7282
2474	693611	7006
2475	694063	6727
2476	694615	6449
2477	695378	6173
2478	695926	5895
2479	696716	5618
2480	697452	5341
2481	698155	5063
2482	698725	4783
2483	699337	4504
2484	699822	4224
2485	700437	3944
2486	700968	3664
2487	701672	3384
2488	702332	3103
2489	702694	2822
2490	703134	2540
2491	703589	2258
2492	704052	1976
2493	704731	1695
2494	705330	1413
2495	705896	1131
2496	706626	848
2497	707567	566
2498	708340	283
2499	708908	0
