iter	Passed	Remaining
272	62555	510296
273	62777	510008
274	62989	509638
275	63235	509547
276	63446	509179
277	63616	508471
278	63873	508470
279	64146	508591
280	64322	507943
281	64533	507570
282	64697	506831
283	64934	506672
284	65182	506597
285	65504	507087
286	65675	506409
287	65831	505626
288	66037	505217
289	66221	504653
290	66418	504187
291	66643	503935
292	66876	503739
293	67083	503353
294	67369	503557
295	67696	504067
296	67897	503627
297	68045	502806
298	68272	502569
299	68501	502347
300	68708	501959
301	68920	501612
302	69148	501380
303	69327	500800
304	69517	500294
305	69685	499643
306	69906	499365
307	70133	499129
308	70363	498923
309	70588	498671
310	70783	498213
311	70951	497569
312	71166	497253
313	71369	496859
314	71589	496579
315	71807	496292
316	72029	496026
317	72259	495817
318	72503	495705
319	72818	496077
320	73054	495903
321	73243	495418
322	73476	495225
323	73767	495423
324	74079	495765
325	74287	495401
326	74484	494970
327	74710	494728
328	74942	494526
329	75144	494134
330	75372	493903
331	75577	493529
332	75818	493388
333	76066	493290
334	76243	492739
335	76400	492057
336	76589	491580
337	76782	491134
338	77033	491062
339	77230	490637
340	77451	490373
341	77625	489809
342	77822	489395
343	78024	489017
344	78255	488812
345	78470	488511
346	78695	488272
347	78864	487692
348	79060	487274
349	79279	487001
350	79475	486587
351	79658	486096
352	79893	485926
353	80143	485844
354	80398	485790
355	80567	485212
356	80732	484621
357	80894	484012
358	81046	483343
359	81207	482730
360	81402	482324
361	81621	482063
362	81804	481586
363	82034	481389
364	82272	481236
365	82507	481070
366	82771	481064
367	82963	480648
368	83128	480070
369	83341	479779
370	83537	479381
371	83716	478893
372	83910	478489
373	84092	478021
374	84246	477397
375	84419	476882
376	84583	476315
377	84769	475874
378	84969	475516
379	85145	475020
380	85354	474715
381	85516	474148
382	85698	473688
383	85879	473234
384	86067	472813
385	86283	472547
386	86479	472176
387	86697	471922
388	86911	471646
389	87119	471337
390	87330	471047
391	87587	471008
392	87911	471323
393	88284	471897
394	88578	472043
395	88909	472387
396	89271	472893
397	89575	473082
398	89826	472998
399	90114	473103
400	90398	473181
401	90803	473896
402	91194	474530
403	91503	474732
404	91782	474777
405	92043	474727
406	92213	474209
407	92413	473847
408	92631	473574
409	92859	473354
410	93093	473170
411	93322	472953
412	93579	472880
413	93761	472431
414	93951	472022
415	94175	471781
416	94437	471732
417	94651	471447
418	94891	471287
419	95152	471233
420	95387	471044
421	95623	470867
422	95854	470659
423	96166	470851
424	96467	470990
425	96844	471492
426	97182	471803
427	97495	471985
428	97737	471827
429	98002	471778
430	98235	471573
431	98539	471709
432	98764	471469
433	99053	471529
434	99361	471679
435	99674	471852
436	99968	471931
437	100317	472269
438	100556	472088
439	100825	472048
440	101112	472088
441	101462	472419
442	101715	472300
443	101993	472292
444	102188	471903
445	102472	471925
446	102827	472269
447	103157	472499
448	103367	472176
449	103714	472478
450	104006	472525
451	104275	472471
452	104471	472080
453	104788	472239
454	105092	472338
455	105401	472457
456	105659	472346
457	106024	472711
458	106300	472678
459	106519	472392
460	106745	472135
461	107080	472357
462	107446	472716
463	107674	472469
464	107953	472440
465	108266	472562
466	108638	472939
467	108892	472798
468	109159	472713
469	109537	473109
470	109851	473223
471	110274	473804
472	110589	473922
473	110930	474146
474	111308	474527
475	111522	474205
476	111790	474111
477	112110	474240
478	112462	474504
479	112692	474246
480	112917	473972
481	113137	473674
482	113308	473173
483	113510	472805
484	113892	473182
485	114223	473346
486	114493	473255
487	114672	472788
488	114827	472225
489	115004	471751
490	115147	471141
491	115329	470693
492	115514	470260
493	115727	469939
494	115923	469549
495	116100	469083
496	116275	468609
497	116497	468329
498	116684	467907
499	116931	467725
500	117260	467870
501	117456	467484
502	117717	467360
503	117975	467222
504	118201	466954
505	118395	466561
506	118631	466335
507	118859	466080
508	119056	465699
509	119254	465327
510	119414	464804
511	119629	464497
512	119828	464129
513	119987	463609
514	120156	463127
515	120326	462650
516	120515	462248
517	120712	461875
518	120868	461350
519	121095	461094
520	121240	460528
521	121408	460050
522	121587	459612
523	121753	459130
524	121951	458768
525	122169	458485
526	122353	458069
527	122526	457618
528	122745	457336
529	122893	456794
530	123248	457015
531	123505	456875
532	123677	456422
533	123840	455938
534	124023	455523
535	124232	455210
536	124451	454930
537	124676	454675
538	124861	454273
539	125083	454005
540	125274	453627
541	125493	453351
542	125738	453169
543	125955	452883
544	126186	452650
545	126399	452354
546	126550	451833
547	126741	451457
548	126869	450860
549	127008	450301
550	127169	449826
551	127323	449321
552	127497	448893
553	127652	448398
554	127802	447884
555	127975	447454
556	128169	447095
557	128359	446727
558	128520	446259
559	128758	446057
560	128995	445851
561	129195	445516
562	129453	445385
563	129690	445178
564	129901	444884
565	130143	444695
566	130304	444231
567	130460	443749
568	130616	443269
569	130908	443250
570	131230	443333
571	131513	443283
572	131884	443527
573	132107	443272
574	132497	443577
575	132775	443507
576	133038	443385
577	133294	443238
578	133510	442960
579	133749	442755
580	134031	442697
581	134357	442777
582	134540	442391
583	134702	441936
584	134909	441625
585	135118	441326
586	135395	441245
587	135543	440745
588	135745	440424
589	135961	440146
590	136204	439955
591	136515	439984
592	136767	439823
593	136997	439592
594	137203	439283
595	137434	439052
596	137645	438760
597	137918	438662
598	138119	438340
599	138335	438062
600	138517	437678
601	138828	437700
602	139007	437310
603	139257	437140
604	139544	437084
605	139754	436791
606	140072	436833
607	140374	436823
608	140572	436490
609	140757	436117
610	140929	435704
611	141281	435848
612	141513	435621
613	141715	435302
614	141984	435187
615	142275	435142
616	142601	435201
617	142828	434957
618	143013	434586
619	143196	434208
620	143580	434441
621	143813	434214
622	144009	433877
623	144235	433632
624	144593	433780
625	144840	433596
626	145042	433278
627	145214	432867
628	145397	432494
629	145569	432087
630	145723	431629
631	145952	431391
632	146197	431201
633	146409	430914
634	146591	430541
635	146828	430328
636	147023	429993
637	147264	429790
638	147483	429526
639	147664	429149
640	147862	428823
641	148065	428513
642	148235	428108
643	148419	427742
644	148622	427434
645	148781	426997
646	148937	426553
647	149091	426108
648	149285	425774
649	149435	425317
650	149670	425099
651	149898	424866
652	150127	424632
653	150339	424351
654	150531	424016
655	150744	423738
656	150970	423497
657	151335	423646
658	151663	423691
659	151948	423613
660	152270	423638
661	152567	423594
662	152846	423497
663	153167	423516
664	153467	423478
665	153636	423076
666	153883	422891
667	154285	423129
668	154661	423296
669	154892	423065
670	155148	422901
671	155389	422697
672	155679	422625
673	156009	422661
674	156280	422536
675	156554	422419
676	156834	422319
677	157119	422229
678	157399	422126
679	157695	422068
680	157928	421838
681	158242	421826
682	158533	421750
683	158746	421466
684	158960	421187
685	159209	421001
686	159492	420901
687	159736	420702
688	159970	420474
689	160282	420451
690	160492	420159
691	160727	419935
692	160930	419625
693	161139	419335
694	161333	419001
695	161549	418729
696	161876	418741
697	162142	418596
698	162330	418251
699	162587	418082
700	162889	418028
701	163298	418248
702	163514	417973
703	163675	417559
704	163932	417387
705	164236	417336
706	164547	417304
707	164851	417252
708	165188	417281
709	165546	417363
710	165775	417120
711	166069	417039
712	166340	416900
713	166542	416590
714	166795	416406
715	167100	416350
716	167491	416510
717	167700	416214
718	167901	415901
719	168250	415952
720	168537	415851
721	168793	415671
722	168964	415283
723	169212	415085
724	169423	414795
725	169717	414709
726	169947	414465
727	170112	414064
728	170254	413607
729	170551	413528
730	170863	413484
731	171059	413159
732	171300	412943
733	171484	412591
734	171856	412689
735	172131	412553
736	172298	412160
737	172535	411933
738	172741	411634
739	172922	411275
740	173306	411397
741	173549	411186
742	173739	410849
743	173940	410537
744	174233	410443
745	174443	410152
746	174693	409957
747	174841	409520
748	175086	409315
749	175349	409147
750	175511	408747
751	175647	408287
752	175795	407854
753	175991	407535
754	176178	407193
755	176390	406911
756	176520	406440
757	176651	405971
758	176835	405626
759	177000	405238
760	177167	404853
761	177306	404408
762	177486	404054
763	177655	403677
764	177887	403443
765	178091	403147
766	178290	402837
767	178501	402558
768	178692	402232
769	178856	401845
770	178997	401408
771	179155	401011
772	179314	400615
773	179465	400202
774	179605	399767
775	179733	399304
776	179903	398937
777	180105	398639
778	180259	398236
779	180422	397853
780	180558	397412
781	180727	397046
782	180872	396625
783	181084	396353
784	181272	396028
785	181586	395978
786	181869	395860
787	182206	395858
788	182533	395837
789	182858	395807
790	183119	395639
791	183350	395407
792	183679	395384
793	183959	395258
794	184286	395229
795	184607	395189
796	184923	395138
797	185243	395093
798	185527	394972
799	185813	394853
800	186133	394807
801	186452	394759
802	186710	394580
803	187017	394505
804	187235	394242
805	187556	394193
806	187782	393947
807	188090	393872
808	188526	394064
809	188798	393912
810	189105	393834
811	189447	393827
812	189645	393520
813	189874	393277
814	190169	393171
815	190415	392964
816	190630	392693
817	191030	392802
818	191399	392848
819	191622	392593
820	191933	392517
821	192169	392288
822	192464	392177
823	192756	392063
824	193237	392331
825	193552	392259
826	193848	392150
827	194161	392075
828	194499	392048
829	194774	391894
830	195023	391689
831	195242	391423
832	195456	391147
833	195679	390889
834	195958	390742
835	196161	390446
836	196344	390109
837	196560	389837
838	196789	389591
839	197117	389542
840	197390	389382
841	197703	389302
842	198041	389270
843	198325	389132
844	198568	388912
845	198973	389009
846	199269	388893
847	199531	388709
848	199834	388606
849	200134	388496
850	200375	388271
851	200604	388024
852	200944	387991
853	201333	388049
854	201674	388016
855	201981	387918
856	202301	387843
857	202582	387692
858	202821	387462
859	203032	387177
860	203284	386972
861	203509	386715
862	203729	386449
863	203969	386220
864	204208	385989
865	204451	385766
866	204783	385710
867	205142	385705
868	205364	385443
869	205700	385393
870	205980	385237
871	206389	385322
872	206753	385324
873	207033	385168
874	207261	384914
875	207498	384677
876	207704	384382
877	207887	384047
878	208050	383674
879	208245	383361
880	208448	383061
881	208600	382670
882	208796	382360
883	208989	382043
884	209186	381736
885	209370	381404
886	209531	381030
887	209692	380657
888	209882	380337
889	210085	380042
890	210254	379685
891	210428	379338
892	210612	379008
893	210800	378686
894	210967	378327
895	211128	377957
896	211338	377675
897	211551	377399
898	211763	377122
899	211989	376869
900	212181	376557
901	212464	376405
902	212825	376392
903	213015	376075
904	213211	375769
905	213374	375407
906	213567	375097
907	213757	374782
908	213958	374486
909	214145	374166
910	214335	373852
911	214506	373504
912	214653	373116
913	214841	372799
914	215106	372616
915	215385	372457
916	215637	372251
917	215921	372099
918	216169	371887
919	216378	371605
920	216552	371267
921	216723	370920
922	217054	370850
923	217262	370568
924	217518	370368
925	217690	370026
926	217946	369827
927	218271	369745
928	218522	369536
929	218765	369313
930	219043	369151
931	219402	369123
932	219682	368963
933	219984	368839
934	220275	368695
935	220549	368525
936	220887	368459
937	221177	368314
938	221492	368211
939	221793	368083
940	222121	367999
941	222524	368039
942	222887	368012
943	223271	368019
944	223561	367871
945	223911	367821
946	224257	367762
947	224622	367736
948	224937	367626
949	225252	367517
950	225579	367426
951	226015	367513
952	226404	367521
953	226892	367689
954	227239	367628
955	227596	367582
956	227909	367465
957	228316	367498
958	228669	367445
959	229086	367493
960	229470	367487
961	229730	367282
962	230076	367215
963	230463	367211
964	230827	367171
965	231223	367181
966	231652	367242
967	232021	367206
968	232296	367024
969	232567	366834
970	232842	366649
971	233151	366517
972	233447	366365
973	233753	366230
974	234082	366129
975	234433	366062
976	234621	365740
977	234779	365371
978	234933	364998
979	235160	364738
980	235361	364438
981	235531	364090
982	235742	363806
983	235945	363509
984	236176	363256
985	236417	363018
986	236619	362721
987	236866	362492
988	237160	362334
989	237452	362175
990	237622	361828
991	237932	361696
992	238279	361619
993	238639	361560
994	238843	361265
995	239075	361012
996	239240	360660
997	239380	360270
998	239555	359933
999	239720	359581
1000	240012	359419
1001	240439	359459
1002	240673	359210
1003	240948	359023
1004	241343	359013
1005	241624	358834
1006	241892	358634
1007	242208	358507
1008	242498	358340
1009	242739	358101
1010	243179	358155
1011	243537	358086
1012	243973	358132
1013	244344	358082
1014	244691	357996
1015	244903	357713
1016	245062	357352
1017	245258	357046
1018	245498	356803
1019	245763	356598
1020	246178	356608
1021	246503	356489
1022	246961	356560
1023	247440	356662
1024	247861	356678
1025	248250	356647
1026	248644	356625
1027	248971	356504
1028	249287	356367
1029	249611	356241
1030	249881	356038
1031	250244	355967
1032	250452	355676
1033	250703	355445
1034	250996	355275
1035	251289	355104
1036	251551	354889
1037	251836	354706
1038	252251	354705
1039	252499	354469
1040	252888	354432
1041	253249	354355
1042	253520	354151
1043	253946	354163
1044	254292	354062
1045	254543	353830
1046	254811	353620
1047	255136	353491
1048	255393	353266
1049	255665	353062
1050	255963	352894
1051	256307	352788
1052	256653	352684
1053	256914	352464
1054	257163	352229
1055	257350	351907
1056	257632	351716
1057	258086	351759
1058	258343	351533
1059	258646	351368
1060	258966	351227
1061	259297	351101
1062	259562	350885
1063	259925	350802
1064	260268	350690
1065	260516	350450
1066	260741	350180
1067	260951	349890
1068	261293	349776
1069	261593	349606
1070	261916	349466
1071	262140	349194
1072	262393	348961
1073	262594	348659
1074	262864	348448
1075	263204	348329
1076	263459	348099
1077	263804	347986
1078	264143	347865
1079	264440	347690
1080	264757	347540
1081	265027	347327
1082	265321	347146
1083	265711	347091
1084	265976	346871
1085	266260	346677
1086	266554	346496
1087	266904	346386
1088	267195	346201
1089	267461	345982
1090	267816	345878
1091	268153	345751
1092	268431	345546
1093	268757	345404
1094	269042	345209
1095	269260	344928
1096	269463	344628
1097	269693	344362
1098	270049	344257
1099	270360	344095
1100	270727	344003
1101	271000	343791
1102	271291	343603
1103	271571	343399
1104	271933	343300
1105	272412	343348
1106	272805	343286
1107	273184	343206
1108	273512	343061
1109	273886	342974
1110	274185	342793
1111	274615	342775
1112	275001	342701
1113	275333	342560
1114	275598	342335
1115	275965	342236
1116	276394	342213
1117	276817	342183
1118	277171	342067
1119	277514	341937
1120	278070	342068
1121	278538	342090
1122	278849	341919
1123	279191	341785
1124	279398	341487
1125	279850	341487
1126	280142	341292
1127	280469	341137
1128	280851	341052
1129	281204	340929
1130	281549	340797
1131	281840	340598
1132	282268	340565
1133	282556	340363
1134	282939	340274
1135	283256	340107
1136	283668	340052
1137	283932	339821
1138	284375	339802
1139	284773	339729
1140	285080	339548
1141	285447	339437
1142	285801	339311
1143	286142	339169
1144	286503	339049
1145	286831	338892
1146	287184	338762
1147	287576	338679
1148	287929	338548
1149	288262	338394
1150	288543	338179
1151	288936	338096
1152	289227	337892
1153	289543	337717
1154	289804	337478
1155	290041	337210
1156	290290	336957
1157	290565	336734
1158	290969	336660
1159	291320	336525
1160	291642	336356
1161	291862	336068
1162	292189	335905
1163	292524	335749
1164	292793	335519
1165	293042	335264
1166	293274	334990
1167	293535	334750
1168	293833	334553
1169	294061	334274
1170	294276	333982
1171	294450	333643
1172	294670	333357
1173	294877	333055
1174	295114	332788
1175	295280	332442
1176	295451	332100
1177	295668	331811
1178	295959	331605
1179	296201	331344
1180	296462	331104
1181	296744	330887
1182	297035	330680
1183	297288	330432
1184	297608	330257
1185	297894	330045
1186	298281	329944
1187	298677	329852
1188	299067	329753
1189	299361	329549
1190	299527	329203
1191	299846	329026
1192	300170	328853
1193	300524	328714
1194	300849	328543
1195	301151	328345
1196	301470	328167
1197	301778	327975
1198	302096	327795
1199	302329	327523
1200	302518	327203
1201	302772	326954
1202	302982	326657
1203	303247	326418
1204	303555	326227
1205	303826	325996
1206	304065	325730
1207	304317	325478
1208	304764	325435
1209	305177	325354
1210	305413	325085
1211	305768	324941
1212	306079	324751
1213	306345	324514
1214	306620	324286
1215	306954	324119
1216	307204	323864
1217	307513	323671
1218	307801	323456
1219	308156	323311
1220	308500	323154
1221	308928	323085
1222	309243	322898
1223	309558	322709
1224	309956	322608
1225	310309	322458
1226	310692	322339
1227	311074	322220
1228	311486	322130
1229	311815	321955
1230	312202	321839
1231	312625	321760
1232	312906	321534
1233	313265	321389
1234	313609	321227
1235	313934	321045
1236	314283	320889
1237	314592	320691
1238	314925	320517
1239	315281	320367
1240	315594	320171
1241	315927	319997
1242	316272	319834
1243	316673	319727
1244	317042	319588
1245	317393	319431
1246	317621	319150
1247	317850	318869
1248	318103	318612
1249	318356	318356
1250	318660	318151
1251	319033	318014
1252	319369	317839
1253	319580	317542
1254	319880	317331
1255	320073	317015
1256	320312	316745
1257	320514	316438
1258	320754	316168
1259	321013	315917
1260	321303	315697
1261	321656	315539
1262	322093	315462
1263	322497	315353
1264	322846	315189
1265	323153	314985
1266	323425	314746
1267	323780	314587
1268	324072	314368
1269	324324	314109
1270	324555	313830
1271	324888	313650
1272	325201	313450
1273	325551	313285
1274	325942	313160
1275	326213	312919
1276	326410	312607
1277	326702	312386
1278	327008	312179
1279	327306	311964
1280	327632	311775
1281	327974	311601
1282	328229	311344
1283	328430	311036
1284	328711	310805
1285	328981	310562
1286	329204	310275
1287	329478	310037
1288	329747	309793
1289	330019	309553
1290	330209	309235
1291	330423	308940
1292	330624	308633
1293	330766	308272
1294	330969	307967
1295	331152	307644
1296	331373	307357
1297	331605	307079
1298	331869	306832
1299	332102	306556
1300	332280	306229
1301	332484	305926
1302	332762	305691
1303	333072	305486
1304	333348	305250
1305	333540	304936
1306	333732	304623
1307	333923	304309
1308	334183	304058
1309	334413	303780
1310	334607	303469
1311	334823	303178
1312	335073	302918
1313	335292	302630
1314	335533	302363
1315	335802	302119
1316	336071	301877
1317	336393	301682
1318	336632	301412
1319	336952	301215
1320	337238	300987
1321	337570	300799
1322	337906	300616
1323	338291	300476
1324	338630	300294
1325	338857	300014
1326	339216	299850
1327	339593	299701
1328	340029	299604
1329	340319	299378
1330	340603	299147
1331	340935	298958
1332	341187	298698
1333	341415	298418
1334	341625	298122
1335	341911	297893
1336	342201	297666
1337	342497	297445
1338	342894	297311
1339	343250	297142
1340	343484	296867
1341	343766	296632
1342	344124	296464
1343	344434	296254
1344	344842	296128
1345	345147	295914
1346	345478	295721
1347	345770	295495
1348	346229	295411
1349	346487	295156
1350	346757	294910
1351	347079	294709
1352	347386	294495
1353	347745	294325
1354	348068	294124
1355	348467	293987
1356	348725	293731
1357	349098	293571
1358	349494	293431
1359	349853	293259
1360	350182	293061
1361	350587	292928
1362	350935	292746
1363	351214	292506
1364	351601	292357
1365	351866	292105
1366	352201	291912
1367	352455	291651
1368	352799	291465
1369	353093	291237
1370	353344	290974
1371	353643	290750
1372	354004	290577
1373	354253	290312
1374	354509	290052
1375	354768	289796
1376	355005	289521
1377	355241	289245
1378	355507	288994
1379	355677	288665
1380	355876	288360
1381	356073	288054
1382	356299	287770
1383	356512	287476
1384	356696	287160
1385	356967	286913
1386	357225	286655
1387	357558	286459
1388	357878	286251
1389	358220	286061
1390	358461	285790
1391	358785	285585
1392	359111	285381
1393	359514	285238
1394	359832	285028
1395	360150	284818
1396	360366	284526
1397	360648	284288
1398	360896	284022
1399	361187	283789
1400	361363	283467
1401	361680	283256
1402	362012	283056
1403	362361	282868
1404	363106	282990
1405	363563	282886
1406	363913	282698
1407	364208	282468
1408	364555	282278
1409	364923	282104
1410	365236	281887
1411	365566	281683
1412	365885	281470
1413	366274	281310
1414	366631	281127
1415	367165	281078
1416	367514	280888
1417	367835	280675
1418	368126	280440
1419	368484	280255
1420	368814	280049
1421	369136	279837
1422	369379	279565
1423	369656	279318
1424	369857	279015
1425	370163	278790
1426	370488	278580
1427	370865	278408
1428	371205	278208
1429	371455	277941
1430	371785	277735
1431	372084	277504
1432	372410	277293
1433	372738	277084
1434	373089	276891
1435	373404	276672
1436	373809	276520
1437	374177	276339
1438	374552	276164
1439	374917	275980
1440	375273	275790
1441	375627	275598
1442	375986	275410
1443	376285	275178
1444	376570	274935
1445	376925	274744
1446	377327	274586
1447	377616	274345
1448	377902	274102
1449	378183	273856
1450	378576	273691
1451	378909	273482
1452	379178	273227
1453	379441	272968
1454	379688	272697
1455	379989	272464
1456	380280	272225
1457	380593	272001
1458	380913	271782
1459	381237	271566
1460	381528	271326
1461	381785	271062
1462	382041	270797
1463	382273	270515
1464	382500	270230
1465	382716	269937
1466	383091	269757
1467	383360	269501
1468	383632	269247
1469	383860	268963
1470	384068	268665
1471	384301	268384
1472	384501	268080
1473	384769	267824
1474	384973	267524
1475	385224	267256
1476	385394	266932
1477	385579	266618
1478	385804	266332
1479	386019	266040
1480	386251	265759
1481	386504	265493
1482	386788	265248
1483	387153	265059
1484	387463	264831
1485	387698	264553
1486	387946	264283
1487	388161	263991
1488	388399	263715
1489	388602	263414
1490	388830	263131
1491	389072	262858
1492	389257	262546
1493	389489	262266
1494	389697	261970
1495	389938	261696
1496	390110	261376
1497	390370	261115
1498	390574	260817
1499	390758	260505
1500	391008	260238
1501	391201	259932
1502	391427	259649
1503	391619	259343
1504	391917	259108
1505	392174	258845
1506	392435	258585
1507	392656	258299
1508	392835	257985
1509	393045	257692
1510	393279	257414
1511	393500	257128
1512	393664	256805
1513	393890	256522
1514	394114	256239
1515	394360	255970
1516	394602	255698
1517	394783	255386
1518	394981	255086
1519	395234	254822
1520	395528	254583
1521	395833	254352
1522	396164	254138
1523	396454	253897
1524	396684	253618
1525	396893	253325
1526	397112	253038
1527	397319	252745
1528	397573	252481
1529	397790	252194
1530	398001	251902
1531	398226	251620
1532	398438	251330
1533	398666	251050
1534	398896	250771
1535	399129	250495
1536	399360	250217
1537	399658	249981
1538	399979	249760
1539	400377	249585
1540	400722	249378
1541	400968	249110
1542	401310	248900
1543	401669	248702
1544	401981	248474
1545	402280	248237
1546	402588	248006
1547	402889	247771
1548	403127	247497
1549	403411	247252
1550	403758	247045
1551	404102	246836
1552	404391	246592
1553	404651	246332
1554	404960	246101
1555	405190	245822
1556	405470	245574
1557	405799	245354
1558	406038	245081
1559	406313	244829
1560	406639	244608
1561	406868	244329
1562	407101	244052
1563	407392	243810
1564	407656	243551
1565	407871	243264
1566	408096	242982
1567	408322	242702
1568	408552	242423
1569	408806	242159
1570	409006	241863
1571	409342	241647
1572	409681	241433
1573	409948	241176
1574	410287	240962
1575	410664	240770
1576	410975	240539
1577	411237	240279
1578	411586	240070
1579	411923	239854
1580	412178	239589
1581	412446	239333
1582	412693	239064
1583	412970	238813
1584	413259	238569
1585	413660	238389
1586	414051	238203
1587	414430	238010
1588	414746	237781
1589	415095	237570
1590	415470	237374
1591	415755	237126
1592	416058	236889
1593	416353	236647
1594	416648	236405
1595	417187	236301
1596	417515	236077
1597	417804	235831
1598	418145	235615
1599	418500	235406
1600	418806	235169
1601	419167	234964
1602	419496	234740
1603	419841	234525
1604	420193	234313
1605	420519	234087
1606	420833	233854
1607	421150	233623
1608	421505	233412
1609	421880	233213
1610	422190	232977
1611	422499	232741
1612	422760	232478
1613	423094	232256
1614	423380	232007
1615	423708	231780
1616	424036	231554
1617	424392	231343
1618	424793	231156
1619	425110	230924
1620	425405	230679
1621	425694	230431
1622	425981	230182
1623	426336	229969
1624	426624	229720
1625	426974	229505
1626	427345	229300
1627	427676	229074
1628	427939	228812
1629	428283	228592
1630	428601	228359
1631	428897	228114
1632	429197	227871
1633	429463	227610
1634	429743	227356
1635	430043	227113
1636	430335	226865
1637	430544	226574
1638	430846	226332
1639	431106	226067
1640	431532	225890
1641	431908	225686
1642	432282	225481
1643	432711	225304
1644	433038	225074
1645	433396	224860
1646	433711	224624
1647	434069	224409
1648	434354	224157
1649	434694	223933
1650	435011	223697
1651	435379	223487
1652	435749	223278
1653	436114	223067
1654	436474	222852
1655	436869	222655
1656	437171	222411
1657	437511	222186
1658	437843	221956
1659	438070	221674
1660	438399	221443
1661	438731	221213
1662	439054	220979
1663	439331	220721
