iter	R2	RMSE
938	0.9817626692	5056.050188
939	0.9817642793	5055.826996
940	0.9817651259	5055.709637
941	0.981765708	5055.628947
942	0.9817667729	5055.481311
943	0.9817676302	5055.362455
944	0.9817686395	5055.222537
945	0.9817699471	5055.041239
946	0.9817709897	5054.896694
947	0.9817720442	5054.750482
948	0.981773665	5054.525743
949	0.9817745155	5054.407814
950	0.981774905	5054.353806
951	0.9817754489	5054.278388
952	0.9817760455	5054.195655
953	0.981776762	5054.096292
954	0.9817778738	5053.942118
955	0.9817791274	5053.768267
956	0.9817795261	5053.712985
957	0.9817804378	5053.58654
958	0.9817812559	5053.473075
959	0.9817816942	5053.412288
960	0.981782947	5053.238538
961	0.9817842257	5053.061183
962	0.9817850572	5052.945853
963	0.9817855755	5052.873971
964	0.9817867763	5052.707411
965	0.9817879707	5052.541731
966	0.9817886877	5052.442266
967	0.9817895295	5052.32549
968	0.981790613	5052.17519
969	0.9817917336	5052.019729
970	0.9817926393	5051.894089
971	0.9817940001	5051.705289
972	0.9817955587	5051.48906
973	0.9817969525	5051.295664
974	0.9817979455	5051.157884
975	0.9817989642	5051.016539
976	0.9817990092	5051.010301
977	0.9817998156	5050.898408
978	0.9818008103	5050.76037
979	0.9818017001	5050.636902
980	0.9818024316	5050.535399
981	0.9818037617	5050.350807
982	0.9818041619	5050.295271
983	0.9818054314	5050.1191
984	0.9818060884	5050.027919
985	0.981807312	5049.8581
986	0.9818081462	5049.742316
987	0.9818093997	5049.568345
988	0.9818100408	5049.479365
989	0.981810522	5049.412572
990	0.9818113415	5049.298826
991	0.9818123339	5049.161076
992	0.9818128486	5049.089632
993	0.9818134033	5049.012624
994	0.9818139339	5048.93897
995	0.9818146938	5048.833483
996	0.981815601	5048.707553
997	0.9818161283	5048.634356
998	0.981816974	5048.516951
999	0.9818177422	5048.410299
1000	0.9818188126	5048.261698
1001	0.9818196488	5048.1456
1002	0.9818204954	5048.028064
1003	0.9818212852	5047.918412
1004	0.9818217767	5047.850176
1005	0.9818226016	5047.735639
1006	0.9818231642	5047.657517
1007	0.9818236634	5047.58821
1008	0.9818239585	5047.547226
1009	0.9818247758	5047.433752
1010	0.9818254229	5047.343899
1011	0.9818265023	5047.194005
1012	0.9818272193	5047.094438
1013	0.9818275339	5047.050751
1014	0.9818278524	5047.006528
1015	0.9818283857	5046.932471
1016	0.9818290013	5046.846987
1017	0.9818294956	5046.77834
1018	0.9818306113	5046.623394
1019	0.9818309879	5046.571096
1020	0.9818314565	5046.506012
1021	0.9818318707	5046.44849
1022	0.9818323013	5046.388692
1023	0.9818326122	5046.345506
1024	0.9818330281	5046.287743
1025	0.9818336272	5046.204538
1026	0.9818339709	5046.156803
1027	0.9818344062	5046.096342
1028	0.9818351142	5045.998005
1029	0.981835853	5045.895397
1030	0.9818366802	5045.780499
1031	0.9818374022	5045.680212
1032	0.9818377441	5045.632716
1033	0.9818385906	5045.515135
1034	0.9818390682	5045.448785
1035	0.9818403087	5045.276463
1036	0.9818407791	5045.211117
1037	0.9818421718	5045.017645
1038	0.9818426179	5044.955674
1039	0.9818430016	5044.902371
1040	0.9818438858	5044.779536
1041	0.9818443808	5044.710761
1042	0.981844939	5044.633217
1043	0.9818455868	5044.543216
1044	0.9818463021	5044.443838
1045	0.9818472635	5044.310257
1046	0.9818477384	5044.244271
1047	0.9818489735	5044.072664
1048	0.9818493431	5044.021303
1049	0.9818502823	5043.890801
1050	0.9818507894	5043.820338
1051	0.98185167	5043.697983
1052	0.9818521863	5043.626235
1053	0.9818528977	5043.527374
1054	0.9818539935	5043.375096
1055	0.9818544138	5043.316687
1056	0.9818548035	5043.262528
1057	0.9818553535	5043.186095
1058	0.9818564894	5043.02824
1059	0.9818568027	5042.984697
1060	0.9818578824	5042.834642
1061	0.9818585063	5042.747937
1062	0.9818597268	5042.578303
1063	0.9818602064	5042.511644
1064	0.9818609537	5042.407774
1065	0.9818617205	5042.301189
1066	0.9818632131	5042.093723
1067	0.9818639213	5041.995272
1068	0.9818645546	5041.907247
1069	0.9818652752	5041.80707
1070	0.9818659681	5041.71076
1071	0.9818663707	5041.654795
1072	0.9818667823	5041.597571
1073	0.9818675074	5041.496763
1074	0.9818681101	5041.412981
1075	0.9818690463	5041.282833
1076	0.9818694353	5041.228744
1077	0.9818701228	5041.133165
1078	0.9818709122	5041.023412
1079	0.9818714763	5040.944992
1080	0.9818718726	5040.889894
1081	0.9818726455	5040.782427
1082	0.9818733838	5040.679779
1083	0.9818739082	5040.606859
1084	0.9818745948	5040.511389
1085	0.9818752007	5040.427145
1086	0.9818759532	5040.32251
1087	0.9818768686	5040.195223
1088	0.9818770312	5040.17261
1089	0.9818774152	5040.119221
1090	0.9818777432	5040.073609
1091	0.9818781251	5040.020494
1092	0.9818792324	5039.866511
1093	0.9818800327	5039.755226
1094	0.981880498	5039.690517
1095	0.9818815349	5039.546316
1096	0.9818820591	5039.473412
1097	0.9818834792	5039.275907
1098	0.981883948	5039.210706
1099	0.9818847435	5039.100068
1100	0.981885079	5039.053402
1101	0.9818858693	5038.943482
1102	0.9818866661	5038.832653
1103	0.9818870497	5038.779297
1104	0.9818878758	5038.664391
1105	0.9818888447	5038.529622
1106	0.9818891252	5038.490598
1107	0.9818895085	5038.437281
1108	0.9818902004	5038.34104
1109	0.9818907649	5038.26252
1110	0.9818916744	5038.13599
1111	0.9818931939	5037.924613
1112	0.981893676	5037.857541
1113	0.9818942983	5037.770966
1114	0.981895449	5037.610872
1115	0.9818962396	5037.500878
1116	0.9818966413	5037.444989
1117	0.9818974084	5037.338261
1118	0.9818986705	5037.162668
1119	0.9818994272	5037.057376
1120	0.9819000213	5036.974707
1121	0.9819006778	5036.883362
1122	0.9819012907	5036.798078
1123	0.9819019665	5036.704038
1124	0.9819022324	5036.667039
1125	0.9819027679	5036.592525
1126	0.9819033788	5036.507515
1127	0.9819036109	5036.475225
1128	0.9819049662	5036.286618
1129	0.9819058052	5036.169862
1130	0.9819067743	5036.034995
1131	0.981907472	5035.937892
1132	0.9819083829	5035.811117
1133	0.9819086478	5035.77425
1134	0.981909285	5035.685573
1135	0.9819096852	5035.629864
1136	0.9819104442	5035.524223
1137	0.9819112465	5035.412569
1138	0.9819118137	5035.333616
1139	0.9819129132	5035.180581
1140	0.9819135662	5035.089678
1141	0.9819147408	5034.926177
1142	0.9819156293	5034.802495
1143	0.9819160394	5034.745418
1144	0.981916392	5034.696322
1145	0.9819172459	5034.577453
1146	0.9819177792	5034.503214
1147	0.9819182677	5034.435207
1148	0.9819196829	5034.238199
1149	0.9819204231	5034.135143
1150	0.9819209877	5034.056542
1151	0.9819217372	5033.952187
1152	0.9819226418	5033.826239
1153	0.9819232713	5033.7386
1154	0.9819236121	5033.691144
1155	0.9819242291	5033.605233
1156	0.9819247737	5033.529409
1157	0.9819253666	5033.446849
1158	0.9819263198	5033.314129
1159	0.9819268216	5033.24426
1160	0.9819272137	5033.189662
1161	0.9819282839	5033.040628
1162	0.9819289996	5032.940972
1163	0.9819297835	5032.831811
1164	0.9819306484	5032.711355
1165	0.981931454	5032.599165
1166	0.9819317756	5032.554387
1167	0.9819326021	5032.439277
1168	0.9819328918	5032.398928
1169	0.9819331299	5032.365769
1170	0.9819337485	5032.279619
1171	0.9819344394	5032.183399
1172	0.9819351969	5032.077888
1173	0.9819360647	5031.957025
1174	0.981937777	5031.718527
1175	0.9819385091	5031.616553
1176	0.9819388368	5031.57091
1177	0.9819397901	5031.438119
1178	0.9819404333	5031.34852
1179	0.9819409698	5031.273792
1180	0.9819423745	5031.0781
1181	0.9819431622	5030.968368
1182	0.9819435559	5030.913522
1183	0.9819444944	5030.782788
1184	0.9819453492	5030.663691
1185	0.9819457374	5030.609617
1186	0.9819463943	5030.518095
1187	0.9819468245	5030.458152
1188	0.9819474106	5030.376502
1189	0.9819474982	5030.36429
1190	0.9819477212	5030.333221
1191	0.9819490153	5030.152916
1192	0.9819498574	5030.035581
1193	0.9819502739	5029.977552
1194	0.9819510652	5029.867292
1195	0.9819517838	5029.767159
1196	0.9819522665	5029.699903
1197	0.9819527669	5029.630169
1198	0.981953257	5029.561871
1199	0.9819537445	5029.493944
1200	0.981955058	5029.310904
1201	0.9819556272	5029.23159
1202	0.9819561961	5029.152305
1203	0.9819571795	5029.015249
1204	0.9819578558	5028.921
1205	0.9819590086	5028.760333
1206	0.9819593115	5028.718118
1207	0.9819598861	5028.638043
1208	0.9819606708	5028.528672
1209	0.9819616813	5028.387835
1210	0.9819621815	5028.318108
1211	0.9819627101	5028.244438
1212	0.9819634596	5028.139963
1213	0.9819638624	5028.083814
1214	0.9819650565	5027.917369
1215	0.9819656169	5027.839257
1216	0.9819662639	5027.749064
1217	0.9819671561	5027.624685
1218	0.9819675944	5027.563586
1219	0.9819679896	5027.508502
1220	0.9819685169	5027.434995
1221	0.9819692633	5027.330927
1222	0.9819698149	5027.254034
1223	0.9819704087	5027.171247
1224	0.9819709648	5027.093717
1225	0.9819722533	5026.914085
1226	0.9819730474	5026.80336
1227	0.9819738713	5026.688487
1228	0.9819754203	5026.47251
1229	0.9819758758	5026.408999
1230	0.9819769384	5026.26083
1231	0.9819774729	5026.186303
1232	0.9819787145	5026.013176
1233	0.9819792348	5025.940614
1234	0.9819800428	5025.827934
1235	0.9819809567	5025.700488
1236	0.9819814247	5025.63523
1237	0.9819818943	5025.569739
1238	0.981982505	5025.484573
1239	0.9819838393	5025.298483
1240	0.9819847055	5025.17768
1241	0.9819855371	5025.061691
1242	0.9819862139	5024.967299
1243	0.9819873048	5024.815134
1244	0.9819876988	5024.760179
1245	0.9819880561	5024.710343
1246	0.9819888085	5024.605399
1247	0.9819894279	5024.519
1248	0.9819901075	5024.424199
1249	0.9819905822	5024.357988
1250	0.9819919321	5024.16968
1251	0.9819930129	5024.018907
1252	0.9819939311	5023.890814
1253	0.9819946123	5023.795785
1254	0.9819951983	5023.71404
1255	0.9819958705	5023.620258
1256	0.9819962796	5023.563174
1257	0.9819968991	5023.476752
1258	0.9819979233	5023.33386
1259	0.9819982857	5023.283298
1260	0.9819987555	5023.217749
1261	0.9819992333	5023.151074
1262	0.9819996202	5023.097089
1263	0.982000623	5022.957169
1264	0.9820013094	5022.861402
1265	0.9820017108	5022.80539
1266	0.9820025245	5022.691854
1267	0.9820032655	5022.588456
1268	0.9820036993	5022.527915
1269	0.9820041097	5022.470649
1270	0.9820044576	5022.422104
1271	0.9820048045	5022.37369
1272	0.9820052823	5022.307009
1273	0.9820056557	5022.254908
1274	0.9820066005	5022.123051
1275	0.9820078339	5021.950927
1276	0.9820082492	5021.892972
1277	0.9820090149	5021.786103
1278	0.9820094998	5021.718433
1279	0.9820098553	5021.668807
1280	0.982010585	5021.566976
1281	0.982011206	5021.480302
1282	0.982011392	5021.454333
1283	0.9820117733	5021.401115
1284	0.9820124119	5021.311982
1285	0.9820134619	5021.165431
1286	0.9820140587	5021.082124
1287	0.9820146613	5020.99801
1288	0.9820158178	5020.836574
1289	0.9820161351	5020.792283
1290	0.9820168051	5020.698751
1291	0.9820177646	5020.564817
1292	0.9820182495	5020.497117
1293	0.9820185254	5020.458609
1294	0.9820194286	5020.332512
1295	0.9820199093	5020.265411
1296	0.9820204517	5020.189684
1297	0.9820215198	5020.040566
1298	0.9820221544	5019.951965
1299	0.9820228241	5019.858472
1300	0.9820237673	5019.726781
1301	0.9820242403	5019.660743
1302	0.9820250675	5019.545244
1303	0.9820254653	5019.48969
1304	0.9820264451	5019.352886
1305	0.9820271776	5019.25061
1306	0.9820281583	5019.11367
1307	0.9820286271	5019.048205
1308	0.9820298221	5018.881323
1309	0.9820305321	5018.782185
1310	0.9820308418	5018.738928
1311	0.982031241	5018.683183
1312	0.9820318543	5018.597531
1313	0.9820327542	5018.471859
1314	0.9820331178	5018.421077
1315	0.9820336803	5018.342527
1316	0.9820339387	5018.306433
1317	0.9820340506	5018.290812
1318	0.9820347472	5018.193523
1319	0.9820350655	5018.149058
1320	0.9820360915	5018.005768
1321	0.9820368555	5017.899053
1322	0.9820371542	5017.857338
1323	0.9820375637	5017.800145
1324	0.982038352	5017.690031
1325	0.9820386262	5017.651729
1326	0.9820389675	5017.604059
1327	0.982039553	5017.522279
1328	0.9820401129	5017.444067
1329	0.9820406918	5017.363205
1330	0.9820408677	5017.338626
1331	0.9820410816	5017.308756
1332	0.9820417747	5017.211934
1333	0.9820425004	5017.110559
1334	0.9820427159	5017.080455
1335	0.9820432842	5017.001067
1336	0.9820438422	5016.923116
1337	0.9820442478	5016.866452
1338	0.9820447485	5016.796504
1339	0.9820454458	5016.699087
1340	0.9820461552	5016.599986
1341	0.9820466107	5016.536341
1342	0.9820471771	5016.457212
1343	0.9820480385	5016.336857
1344	0.9820483461	5016.293885
1345	0.9820489213	5016.213522
1346	0.9820491953	5016.175231
1347	0.9820497272	5016.100918
1348	0.9820503564	5016.013004
1349	0.9820507157	5015.962801
1350	0.9820513053	5015.88041
1351	0.9820515313	5015.848845
1352	0.9820522333	5015.750746
1353	0.9820530614	5015.635032
1354	0.9820537383	5015.540443
1355	0.9820545126	5015.432251
1356	0.9820547758	5015.395462
1357	0.9820557163	5015.264042
1358	0.982056232	5015.191974
1359	0.982056839	5015.107144
1360	0.9820573465	5015.036214
1361	0.9820577813	5014.975453
1362	0.982059274	5014.766845
1363	0.9820598765	5014.682628
1364	0.9820606264	5014.577832
1365	0.982061659	5014.433502
1366	0.9820618972	5014.400206
1367	0.9820623936	5014.330835
1368	0.982063165	5014.223003
1369	0.9820635925	5014.163247
1370	0.9820639869	5014.108125
1371	0.982064664	5014.013483
1372	0.982065476	5013.899984
1373	0.9820662201	5013.795968
1374	0.9820674803	5013.619797
1375	0.9820681764	5013.522499
1376	0.9820685757	5013.46667
1377	0.9820690308	5013.403058
1378	0.982069628	5013.31957
1379	0.9820700909	5013.254852
1380	0.9820703947	5013.212381
1381	0.9820709095	5013.140405
1382	0.9820717379	5013.024593
1383	0.9820720977	5012.974291
1384	0.982072724	5012.886719
1385	0.9820733478	5012.799511
1386	0.9820741808	5012.68304
1387	0.9820744341	5012.647627
1388	0.982075291	5012.527814
1389	0.9820759976	5012.429016
1390	0.9820762312	5012.39635
1391	0.982076805	5012.316127
1392	0.9820771391	5012.269406
1393	0.9820774576	5012.224866
1394	0.9820777273	5012.187155
1395	0.9820780954	5012.13569
1396	0.9820789751	5012.012673
1397	0.9820797609	5011.902785
1398	0.9820801187	5011.852746
1399	0.9820807198	5011.768691
1400	0.9820810612	5011.720946
1401	0.9820817347	5011.626765
1402	0.9820826058	5011.504943
1403	0.9820827762	5011.481112
1404	0.9820831041	5011.435257
1405	0.9820840166	5011.30764
1406	0.9820851576	5011.148061
1407	0.9820862431	5010.996237
1408	0.98208674	5010.926736
1409	0.9820875217	5010.817401
1410	0.9820879605	5010.756035
1411	0.9820883271	5010.704748
1412	0.9820891014	5010.596454
1413	0.9820897344	5010.507908
1414	0.9820901583	5010.448617
1415	0.9820909525	5010.337516
1416	0.9820914054	5010.274159
1417	0.9820916311	5010.242593
1418	0.9820929359	5010.060062
1419	0.9820933345	5010.004302
1420	0.9820937501	5009.946172
1421	0.9820948527	5009.791915
1422	0.9820952371	5009.738145
1423	0.9820955818	5009.689919
1424	0.9820958779	5009.648497
1425	0.9820961347	5009.612572
1426	0.9820967444	5009.527263
1427	0.9820976478	5009.400874
1428	0.9820980408	5009.345883
1429	0.982098271	5009.313686
1430	0.9820989817	5009.214248
1431	0.9820996828	5009.116149
1432	0.9821003595	5009.021466
1433	0.9821008098	5008.958463
1434	0.9821014131	5008.874049
1435	0.9821016811	5008.836547
1436	0.9821019239	5008.802579
1437	0.9821023809	5008.738629
1438	0.9821030157	5008.649803
1439	0.9821036235	5008.564754
1440	0.9821040377	5008.506786
1441	0.9821043578	5008.462002
1442	0.9821049715	5008.37611
1443	0.9821051954	5008.344782
1444	0.9821058952	5008.246851
1445	0.9821068509	5008.113111
1446	0.9821075462	5008.015811
1447	0.9821078301	5007.976076
1448	0.9821094303	5007.752123
1449	0.9821098588	5007.692149
1450	0.9821102618	5007.635752
1451	0.9821113141	5007.488476
1452	0.9821122296	5007.36033
1453	0.9821130891	5007.240032
1454	0.9821137124	5007.152786
1455	0.9821142606	5007.07605
1456	0.9821146007	5007.028444
1457	0.9821157216	5006.871545
1458	0.9821160725	5006.822426
1459	0.9821173142	5006.648613
1460	0.9821175157	5006.620408
1461	0.9821177292	5006.590519
1462	0.9821185571	5006.474616
1463	0.9821190532	5006.405177
1464	0.9821203362	5006.225562
1465	0.982121006	5006.131786
1466	0.9821222111	5005.963069
1467	0.9821229035	5005.866124
1468	0.9821233937	5005.79749
1469	0.9821239392	5005.721119
1470	0.9821246968	5005.615051
1471	0.9821254432	5005.510536
1472	0.9821261762	5005.407895
1473	0.9821268275	5005.316708
1474	0.9821274149	5005.234453
1475	0.9821280805	5005.141256
1476	0.9821286748	5005.058035
1477	0.9821291281	5004.994563
1478	0.9821296325	5004.923925
1479	0.9821301218	5004.855404
1480	0.9821304522	5004.809133
1481	0.9821310338	5004.727689
1482	0.982131701	5004.634261
1483	0.9821318786	5004.609384
1484	0.9821321588	5004.57015
1485	0.982132655	5004.500652
1486	0.9821333844	5004.39851
1487	0.9821337159	5004.352074
1488	0.9821340644	5004.303273
1489	0.9821349533	5004.178772
1490	0.9821357862	5004.062123
1491	0.9821368491	5003.913253
1492	0.9821374607	5003.827592
1493	0.9821379103	5003.76461
1494	0.9821382951	5003.710721
1495	0.982139514	5003.539981
1496	0.9821398932	5003.486872
1497	0.9821402928	5003.43089
1498	0.9821406025	5003.387521
1499	0.9821411346	5003.312981
1500	0.9821416074	5003.246754
1501	0.9821425973	5003.108083
1502	0.9821430588	5003.043438
1503	0.9821434741	5002.985247
1504	0.9821441701	5002.887753
1505	0.9821447333	5002.808845
1506	0.9821448153	5002.797356
1507	0.9821451902	5002.74484
1508	0.9821457808	5002.6621
1509	0.9821463662	5002.580082
1510	0.9821470837	5002.479568
1511	0.9821476665	5002.397911
1512	0.9821477989	5002.379363
1513	0.9821489147	5002.223029
1514	0.9821495787	5002.13
1515	0.9821502335	5002.038249
1516	0.9821513036	5001.888312
1517	0.9821517207	5001.829867
1518	0.9821527394	5001.687126
1519	0.9821531917	5001.623743
1520	0.9821537081	5001.551377
1521	0.9821540119	5001.508806
1522	0.982154501	5001.440272
1523	0.9821552542	5001.334729
1524	0.9821560762	5001.219536
1525	0.9821566958	5001.132703
1526	0.9821573806	5001.036729
1527	0.9821577645	5000.982926
1528	0.9821583843	5000.896074
1529	0.9821589755	5000.813214
1530	0.9821593091	5000.766462
1531	0.9821599808	5000.672323
1532	0.9821604566	5000.605632
1533	0.9821607699	5000.561724
1534	0.982160938	5000.538168
1535	0.9821616377	5000.440094
1536	0.9821622186	5000.358675
1537	0.9821624398	5000.327676
1538	0.9821631821	5000.22363
1539	0.9821641296	5000.090814
1540	0.9821649666	4999.973495
1541	0.9821652367	4999.935638
1542	0.9821658641	4999.847695
1543	0.9821665804	4999.747276
1544	0.9821669438	4999.696336
1545	0.9821673117	4999.64476
1546	0.9821675971	4999.604757
1547	0.9821683823	4999.494682
1548	0.9821687867	4999.437994
1549	0.9821695079	4999.336894
1550	0.9821700009	4999.267774
1551	0.9821709165	4999.139408
1552	0.9821711132	4999.111835
1553	0.9821716619	4999.034908
1554	0.9821724444	4998.925204
1555	0.9821726192	4998.900697
1556	0.982173262	4998.810577
1557	0.9821736851	4998.751251
1558	0.9821740367	4998.701946
1559	0.9821748649	4998.585837
1560	0.982175605	4998.482059
1561	0.9821760045	4998.426042
1562	0.9821766744	4998.332115
1563	0.9821769575	4998.292416
1564	0.9821774764	4998.219659
1565	0.9821779527	4998.152864
1566	0.9821786332	4998.05744
1567	0.9821799888	4997.867348
1568	0.9821812437	4997.691374
1569	0.982181948	4997.592605
1570	0.9821828428	4997.467108
1571	0.9821839515	4997.311622
1572	0.982184354	4997.255172
1573	0.9821847444	4997.200412
1574	0.9821851977	4997.136843
1575	0.9821861693	4997.00057
1576	0.9821871688	4996.860377
1577	0.9821878377	4996.766564
1578	0.982188521	4996.670712
1579	0.9821890582	4996.595363
1580	0.9821893269	4996.557676
1581	0.982189984	4996.465505
1582	0.982190832	4996.346549
1583	0.9821917107	4996.223292
1584	0.9821921848	4996.156787
1585	0.9821928011	4996.070332
1586	0.9821936704	4995.948383
1587	0.9821943304	4995.855795
1588	0.982194489	4995.833538
1589	0.9821951231	4995.744593
1590	0.9821956888	4995.665228
1591	0.982196317	4995.577092
1592	0.9821966085	4995.536187
1593	0.9821973705	4995.429289
1594	0.9821976563	4995.389194
1595	0.9821982806	4995.301593
1596	0.9821988804	4995.217443
1597	0.9821994588	4995.136285
1598	0.9822003839	4995.006492
1599	0.9822010625	4994.911271
1600	0.982201637	4994.830651
1601	0.9822020789	4994.768651
1602	0.9822026236	4994.692215
1603	0.9822032457	4994.604924
1604	0.9822039063	4994.51223
1605	0.9822050152	4994.356619
1606	0.9822051265	4994.340997
1607	0.9822058429	4994.24046
1608	0.9822068569	4994.098167
1609	0.9822076265	4993.990161
1610	0.9822088051	4993.824745
1611	0.9822093645	4993.746238
1612	0.9822096401	4993.707566
1613	0.9822106851	4993.560898
1614	0.9822112742	4993.47821
1615	0.9822123618	4993.325551
1616	0.9822126582	4993.283957
1617	0.982213266	4993.198639
1618	0.9822142667	4993.058179
1619	0.9822144382	4993.034104
1620	0.9822149096	4992.967938
1621	0.9822155492	4992.878156
1622	0.9822165806	4992.733377
1623	0.9822171286	4992.656444
1624	0.9822180336	4992.529398
1625	0.9822182607	4992.497525
1626	0.9822188691	4992.412114
1627	0.9822193569	4992.343636
1628	0.9822196827	4992.29789
1629	0.9822202494	4992.218338
1630	0.9822208749	4992.130515
1631	0.9822212501	4992.077841
1632	0.9822223017	4991.930199
1633	0.9822226866	4991.876163
1634	0.9822233472	4991.783409
1635	0.9822235966	4991.748397
1636	0.9822242514	4991.656455
1637	0.982224675	4991.596986
1638	0.9822252359	4991.518228
1639	0.9822258107	4991.437518
1640	0.98222656	4991.33231
1641	0.9822271126	4991.254712
1642	0.9822274633	4991.205464
1643	0.9822281879	4991.103718
1644	0.9822286404	4991.040177
1645	0.9822294287	4990.92949
1646	0.9822302728	4990.810954
1647	0.9822310153	4990.706679
1648	0.9822316048	4990.623892
1649	0.9822323419	4990.520373
1650	0.9822325882	4990.48578
1651	0.982233085	4990.416015
1652	0.9822335419	4990.351844
1653	0.9822347464	4990.182682
1654	0.9822351985	4990.119189
1655	0.9822357652	4990.03959
1656	0.9822359907	4990.007921
1657	0.982236363	4989.955621
1658	0.98223694	4989.874583
1659	0.9822375014	4989.795725
1660	0.9822381021	4989.711353
1661	0.9822382602	4989.689155
1662	0.9822384014	4989.669311
1663	0.9822388031	4989.612898
1664	0.98223922	4989.55433
1665	0.9822400646	4989.435697
1666	0.9822405256	4989.370942
1667	0.9822410026	4989.303933
1668	0.9822413813	4989.250734
1669	0.9822421063	4989.148887
1670	0.9822427387	4989.060052
1671	0.9822433194	4988.978481
1672	0.982244136	4988.863761
1673	0.9822450847	4988.730482
1674	0.9822457918	4988.631137
1675	0.9822462297	4988.569614
1676	0.9822469945	4988.462167
1677	0.9822473554	4988.411457
1678	0.9822479491	4988.328043
1679	0.9822484907	4988.251955
1680	0.9822490664	4988.171065
1681	0.9822497521	4988.074717
1682	0.9822503669	4987.988334
1683	0.9822514639	4987.834191
1684	0.9822522254	4987.727193
1685	0.9822525716	4987.678537
1686	0.9822527682	4987.650909
1687	0.9822531749	4987.593768
1688	0.9822536241	4987.530641
1689	0.9822541957	4987.450315
1690	0.9822543187	4987.433035
1691	0.982254773	4987.369188
1692	0.9822556598	4987.244571
1693	0.9822558145	4987.222829
1694	0.9822562509	4987.1615
1695	0.9822568794	4987.073178
1696	0.9822573769	4987.003266
1697	0.9822579281	4986.925796
1698	0.9822583433	4986.867451
1699	0.9822592617	4986.738367
1700	0.98225968	4986.679583
1701	0.982260219	4986.603831
1702	0.9822611471	4986.473377
1703	0.9822615172	4986.421358
1704	0.982262336	4986.30627
1705	0.9822626751	4986.258606
1706	0.9822629644	4986.217943
1707	0.9822636024	4986.128269
1708	0.9822639488	4986.07958
1709	0.9822642906	4986.031528
1710	0.982264752	4985.96667
1711	0.9822654426	4985.869603
1712	0.9822662146	4985.76108
1713	0.9822669993	4985.65077
1714	0.9822675893	4985.56783
1715	0.9822679405	4985.518454
1716	0.982268603	4985.425325
1717	0.9822689005	4985.383508
1718	0.982269247	4985.334789
1719	0.9822700933	4985.215806
1720	0.982271223	4985.056993
1721	0.982271582	4985.006518
1722	0.9822719376	4984.956518
1723	0.9822724713	4984.881489
1724	0.9822727392	4984.843819
1725	0.982273197	4984.779445
1726	0.9822736555	4984.714987
1727	0.9822744265	4984.60658
1728	0.9822749882	4984.527603
1729	0.9822753814	4984.472311
1730	0.9822756211	4984.438615
1731	0.9822764689	4984.319396
1732	0.9822771014	4984.230465
1733	0.982277659	4984.152052
1734	0.9822782478	4984.069258
1735	0.9822786109	4984.018197
1736	0.9822788949	4983.978262
1737	0.9822796159	4983.876874
1738	0.9822801751	4983.798226
1739	0.9822806188	4983.735841
1740	0.9822810045	4983.681598
1741	0.9822813515	4983.632795
1742	0.9822817409	4983.578035
1743	0.9822822151	4983.51135
1744	0.9822829997	4983.401005
1745	0.9822836271	4983.312764
1746	0.9822840786	4983.249267
1747	0.9822844525	4983.196681
1748	0.9822848913	4983.13496
1749	0.9822856913	4983.022448
1750	0.9822860863	4982.966878
1751	0.9822869224	4982.849288
1752	0.9822874916	4982.769224
1753	0.9822876622	4982.745231
1754	0.9822877751	4982.729346
1755	0.9822887124	4982.597514
1756	0.9822889573	4982.563061
1757	0.9822895028	4982.486333
1758	0.9822901281	4982.398367
1759	0.9822903045	4982.373553
1760	0.9822910314	4982.271299
1761	0.9822912021	4982.247287
1762	0.982291549	4982.198486
1763	0.9822923523	4982.085485
1764	0.9822930367	4981.989213
1765	0.9822937881	4981.883498
1766	0.9822939273	4981.863913
1767	0.9822941651	4981.830455
1768	0.9822949456	4981.720654
1769	0.9822955313	4981.638258
1770	0.9822959892	4981.573836
1771	0.9822962372	4981.538944
1772	0.9822967455	4981.467435
1773	0.982297522	4981.358185
1774	0.9822980632	4981.282028
1775	0.9822982322	4981.258259
1776	0.982298589	4981.208061
1777	0.9822993098	4981.10664
1778	0.9822994529	4981.086503
1779	0.9822996334	4981.061108
1780	0.9822998911	4981.024842
1781	0.9823002496	4980.9744
1782	0.9823006879	4980.912729
1783	0.9823011695	4980.84496
1784	0.982301991	4980.729364
1785	0.9823024742	4980.661374
1786	0.9823027829	4980.617932
1787	0.9823029156	4980.599254
1788	0.9823030116	4980.585745
1789	0.9823034739	4980.520694
1790	0.982303809	4980.473546
1791	0.9823044001	4980.390359
1792	0.9823048672	4980.324628
1793	0.9823053287	4980.259688
1794	0.9823056964	4980.20794
1795	0.9823063148	4980.120907
1796	0.9823071304	4980.006132
1797	0.9823074013	4979.967998
1798	0.9823077271	4979.922156
1799	0.9823083418	4979.835631
1800	0.9823085841	4979.801537
1801	0.9823102847	4979.562183
1802	0.9823109634	4979.466663
1803	0.982311472	4979.39507
1804	0.9823117256	4979.359377
1805	0.9823124048	4979.263782
1806	0.9823131074	4979.164878
1807	0.9823136151	4979.093413
1808	0.9823138999	4979.053331
1809	0.9823143917	4978.984105
1810	0.9823148938	4978.91342
1811	0.9823154036	4978.841666
1812	0.9823160951	4978.744315
1813	0.9823164248	4978.697909
1814	0.9823164841	4978.689565
1815	0.982317285	4978.576823
1816	0.9823174407	4978.554902
1817	0.982317817	4978.501923
1818	0.9823188549	4978.355812
1819	0.9823190793	4978.324213
1820	0.9823193228	4978.289935
